Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60
1000000,81-06-13,Mlada Boleslav,,CZE,CZE,73,194,1999,7,212,R,Vrbata,Radim,RW,ARI,81,20,35,24,11,55,-18,-14.8,16,1732,82121,1362.1,16.9,16.87,29.5,76.4,9.7,0.911,1007,3.17,2.64,54.5,12,0.53
1000000,93-01-08,Marsta,,SWE,SWE,73,189,2011,2,53,L,Karlsson,William,C,CBJ,81,6,19,13,6,25,10,0.6,10,1587,65063,1084.3,13.38,13.39,23.7,58.1,8.8,0.925,1013,2.38,2.49,48.9,-2,-0.11
600000,90-02-01,Fort Lauderdale,FL,USA,USA,73,195,,,,R,Megna,Jayson,C,VAN,58,4,4,3,1,8,-4,-7.8,6,1013,43271,721.2,12.43,12.43,23.5,47.1,5.8,0.945,1003,1.41,1.58,47.2,-2,-0.17
2250000,91-08-10,Buffalo,NY,USA,CAN,75,228,2009,4,104,L,Foligno,Marcus,LW,BUF,80,13,10,4,6,23,-1,-2.5,73,1592,74264,1235.9,15.47,15.46,27.5,56.1,7.4,0.934,1008,1.99,2.18,47.7,-4,-0.19
950000,86-05-13,Lethbridge,AB,CAN,CAN,71,176,2004,5,134,R,Versteeg,Kris,RW/LW,CGY,69,15,22,10,12,37,-3,-8.1,46,1281,60971,1016.3,14.73,14.73,26.9,74,9.5,0.924,1019,2.95,1.95,60.2,17,1
1200000,83-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,2,50,R,Thorburn,Chris,RW/LW,WPG,64,3,1,1,0,4,-7,-1.6,95,735,26789,438.7,6.98,6.94,13.8,40,6.1,0.904,965,1.37,2.87,32.3,-11,-1.5
950000,88-07-26,Lynnfield,MA,USA,USA,73,183,,,,R,Flynn,Brian,C/RW,MTL,51,6,4,3,1,10,2,-2,4,966,36921,614.8,12.07,12.06,21.8,50,9.3,0.915,1008,1.95,2.54,43.5,-6,-0.59
5000000,88-02-17,Kladno,,CZE,CZE,73,194,2006,1,10,L,Frolik,Michael,RW/C,CGY,82,17,27,11,16,44,13,7.8,58,1863,84044,1397.8,17.08,17.07,29.4,62.9,9.2,0.907,999,3,2.53,54.3,11,0.47
6500000,84-03-01,Winnipeg,MB,CAN,SWE,72,211,2002,1,24,L,Steen,Alex,LW/C,STL,76,16,35,20,15,51,-2,-0.1,53,2047,88034,1462.6,19.3,19.28,32.4,69.9,11.1,0.902,1013,2.99,2.71,52.5,7,0.29
900000,93-06-28,Brandon,MB,CAN,CAN,76,220,2011,2,46,L,Edmundson,Joel,D,STL,69,3,12,5,7,15,11,-4,60,1777,73562,1224.7,17.77,17.76,32.4,34.1,8.2,0.936,1017,2.16,2.01,51.8,3,0.15
12000000,85-08-14,Sicamous,BC,CAN,CAN,76,232,2003,2,49,R,Weber,Shea,D,MTL,78,17,25,9,16,42,20,6.5,38,2218,117286,1939.4,25.07,25,41.3,48.8,9.1,0.933,1025,2.66,1.89,58.5,25,0.77
925000,96-10-29,Nousiainen,,FIN,FIN,76,211,2015,1,10,L,Rantanen,Mikko,RW,COL,75,20,18,10,8,38,-25,-7.2,22,1667,81262,1347,18.03,18.02,32.1,56.7,8.6,0.901,988,2.98,3.03,49.6,-1,-0.04
925000,97-01-29,Karlstad,,SWE,SWE,74,197,2015,1,20,L,Eriksson Ek,Joel,C/RW/LW,MIN,15,3,4,2,2,7,1,-1.4,4,244,9551,159.2,10.62,10.61,20,100,10.9,0.941,1050,2.64,2.26,53.8,1,0.38
874125,91-12-31,Toronto,ON,CAN,CAN,72,180,,,,L,Tanev,Brandon,LW/C/RW,WPG,51,2,2,0,2,4,-6,-4.2,26,877,32672,534.7,10.68,10.61,19.9,50,5.1,0.916,966,0.9,2.69,25,-16,-1.8
5000000,84-03-20,Vantaa,,FIN,FIN,72,196,2002,3,95,L,Filppula,Valtteri,C/LW,PHI/T.B,79,12,30,21,9,42,-1,-4.1,26,1773,82505,1374.5,17.4,17.4,29.8,65.6,9.4,0.904,998,2.79,2.97,48.5,-4,-0.17
1500000,86-01-17,Gothenburg,,SWE,SWE,75,209,2006,6,161,L,Stalberg,Viktor,LW/RW,CAR/OTT,75,11,5,5,0,16,-9,-1.1,41,1366,54903,913.6,12.2,12.19,21.7,69.6,6,0.915,975,1.51,2.5,37.7,-15,-0.99
2725000,87-07-02,Trebic,,CZE,CZE,70,197,2005,4,106,L,Sobotka,Vladimir,LW/C,STL,1,1,0,0,0,1,0,-0.3,0,22,1001,16.7,16.68,16.68,28.8,100,9.1,0.875,966,3.6,3.6,50,0,0
670000,94-04-16,Toronto,ON,CAN,CAN,70,190,2012,4,104,L,Smith,Gemel,C,DAL,17,3,3,1,2,6,-1,-1.2,21,342,13857,230.9,13.58,13.58,23.7,85.7,7.2,0.927,999,1.82,2.34,43.8,-2,-0.52
875000,91-07-16,St. Cloud,MN,USA,USA,73,194,,,,L,Schmidt,Nate,D,WSH,60,3,14,6,8,17,22,10.1,16,1188,55723,927.1,15.48,15.47,28.9,35.4,10.7,0.936,1043,3.11,1.75,64,21,1.36
3250000,79-01-18,Rochester,NY,USA,USA,67,178,1998,3,82,R,Gionta,Brian,RW,BUF,82,15,20,14,6,35,-11,-4.2,22,1687,81698,1359.8,16.6,16.6,28.3,76.1,7.5,0.923,998,2.03,2.69,43,-15,-0.66
925000,96-01-22,Toronto,ON,CAN,CAN,72,173,2014,1,28,R,Ho-Sang,Joshua,RW/C,NYI,21,4,6,5,1,10,1,-0.4,12,395,20735,343.6,16.45,16.42,29.2,55.6,9.9,0.929,1029,3.14,1.92,62.1,7,1.22
2000000,92-01-16,Newport Beach,CA,USA,USA,71,187,2010,2,59,L,Zucker,Jason,LW/RW,MIN,79,22,25,16,9,47,34,17,30,1600,72455,1205.4,15.28,15.28,27.2,68.1,11.4,0.931,1046,3.43,1.94,63.9,30,1.49
625000,86-03-30,Guelph,ON,CAN,CAN,71,205,,,,L,Haley,Micheal,C,S.J,58,2,10,7,3,12,6,2.6,128,809,31939,525.6,9.07,9.1,17.9,54.5,9.2,0.932,1024,2.51,1.83,57.9,6,0.68
925000,95-12-03,Jyv_skyl_,,FIN,FIN,71,195,2014,1,14,R,Honka,Julius,D,DAL,16,1,4,4,0,5,-4,-1.1,4,346,16194,267.7,16.87,16.82,29.9,41.7,7.6,0.873,949,2.69,3.14,46.2,-2,-0.45
3500000,87-11-18,Welland,ON,CAN,CAN,71,218,2006,3,72,R,Clutterbuck,Cal,RW,NYI,66,5,15,10,5,20,2,3.8,28,1395,55429,921.8,14,13.99,24.7,58.8,8.5,0.922,1008,2.21,2.54,46.6,-5,-0.33
925000,94-05-25,Edmonton,AB,CAN,CAN,73,195,2012,6,175,R,Benning,Matthew,D,EDM,62,3,12,6,6,15,8,3.8,29,1399,61791,1027.4,16.62,16.6,29.8,30.6,9.6,0.925,1021,2.86,2.1,57.6,13,0.76
1650000,87-05-15,St. Albert,AB,CAN,CAN,76,214,,,,L,Holden,Nick,D,NYR,80,11,23,9,14,34,13,-6.9,35,2232,98941,1644.5,20.62,20.6,35,43,10.8,0.914,1022,2.88,2.7,51.6,5,0.18
640000,93-04-08,Skellefteë,,SWE,SWE,69,180,2014,4,112,R,Arvidsson,Viktor,LW/RW,NSH,80,31,30,14,16,61,16,2.7,28,1906,82343,1366.7,17.15,17.13,29.1,71.8,10.3,0.905,1008,3.73,2.81,57,21,0.92
925000,95-05-20,Arvika,,SWE,SWE,75,214,2013,2,34,L,De la Rose,Jacob,LW,MTL,9,0,0,0,0,0,-3,-2,4,156,5890,98.1,10.9,10.9,20.1,0,4.2,0.909,951,0.61,3.06,16.7,-4,-2.45
1900000,92-11-22,Zhukovskiy,,RUS,RUS,71,180,2011,1,27,L,Namestnikov,Vladislav,C/LW,T.B,74,10,18,9,9,28,-4,4,31,1398,65645,1093.1,14.78,14.78,26.7,50,9.4,0.905,999,3.07,2.42,56,12,0.66
925000,96-01-22,Mississauga,ON,CAN,CAN,70,195,2014,1,21,L,Fabbri,Robby,C/LW,STL,51,11,18,12,6,29,-16,-5.3,27,1101,47764,794.5,15.62,15.6,28.5,67.4,10.7,0.883,990,3.25,2.95,52.4,4,0.3
4000000,91-03-28,Frydek-Mistek,,CZE,CZE,72,188,2011,7,208,L,Palat,Ondrej,LW,T.B,75,17,35,17,18,52,8,-0.4,39,1807,86028,1427.2,19.12,19.09,32.2,62.7,10.6,0.915,1020,3.49,2.48,58.5,24,1.01
6500000,85-03-21,Rochester,NY,USA,USA,70,187,2004,4,127,R,Callahan,Ryan,RW,T.B,18,2,2,1,1,4,-4,-4.5,23,351,15274,254.7,14.15,14.15,26.2,57.1,6.3,0.916,978,1.65,3.3,33.3,-7,-1.65
700000,91-04-12,Norrkoping,,SWE,SWE,75,203,2009,1,10,L,Paajarvi,Magnus,LW,STL,32,8,5,3,2,13,9,2.2,6,582,23339,389.2,12.17,12.16,22.7,68.4,10.4,0.951,1054,2.93,1.39,67.9,10,1.54
925000,97-03-11,London,ON,CAN,CAN,70,175,2015,1,24,R,Konecny,Travis,C/LW,PHI,70,11,17,10,7,28,-2,0,49,1330,59180,986.9,14.08,14.09,26.1,66.7,7.8,0.917,995,2.55,2.43,51.2,2,0.12
925000,93-05-26,Boston,MA,USA,USA,75,207,2012,3,66,L,Vesey,Jimmy,LW,NYR,80,16,11,7,4,27,-13,-8.1,26,1508,65442,1087.5,13.63,13.62,25.3,60,9.1,0.919,1010,2.48,2.37,51.1,2,0.11
1025000,89-12-07,Esbjerg,,DNK,DNK,73,185,2008,5,149,R,Larsen,Philip,D,VAN,26,1,5,4,1,6,-8,-5.7,4,546,25675,426.6,16.47,16.44,29.6,46.2,6,0.926,986,1.83,2.25,44.8,-3,-0.42
925000,96-02-14,Aalborg,,DNK,DNK,72,172,2014,1,9,L,Ehlers,Nikolaj,LW,WPG,82,25,39,20,19,64,1,4.9,38,1845,86032,1410.9,17.48,17.39,31.2,77.1,10.4,0.899,1003,3.53,2.85,55.3,16,0.68
925000,94-03-26,Lakeville,MN,USA,USA,75,211,2012,1,28,L,Skjei,Brady,D,NYR,80,5,34,13,21,39,11,-4,42,1885,83821,1394.3,17.47,17.45,30.8,50,11.3,0.918,1031,3.36,2.24,60,26,1.12
1750000,85-10-16,Calgary,AB,CAN,CAN,75,215,,,,R,Beagle,Jay,C/RW,WSH,81,13,17,13,4,30,20,-2.4,22,1587,66251,1101.6,13.63,13.62,24.2,73.2,10,0.92,1020,2.23,2.56,46.6,-6,-0.33
6000000,91-11-14,Calgary,AB,CAN,CAN,73,201,2010,1,1,L,Hall,Taylor,LW/C,N.J,72,20,33,22,11,53,-9,3.2,32,1628,83510,1359.5,19.32,19.18,33.2,76.8,8.5,0.927,1012,3.05,1.94,61.1,25,1.1
2500000,93-10-06,Nizhnekamsk,,RUS,RUS,71,195,2012,1,1,L,Yakupov,Nail,RW/LW,STL,40,3,6,3,3,9,-3,3.3,14,616,25553,426,10.67,10.65,21.8,52.9,8.5,0.903,988,2.39,2.39,50,0,0
667500,94-04-03,Chicago,IL,USA,USA,69,173,2012,6,169,R,Hinostroza,Vinnie,LW/C,CHI,49,6,8,4,4,14,-1,-5.6,17,766,35216,586.5,11.98,11.98,23,77.8,6.4,0.94,1004,1.84,1.94,48.6,-1,-0.1
3700000,85-02-27,Shaunavon,SK,CAN,CAN,77,223,2003,1,8,L,Coburn,Braydon,D,T.B,80,5,7,4,3,12,-1,-1.1,50,1757,80335,1335.7,16.73,16.72,30.9,27.9,7.2,0.921,993,1.93,2.52,43.4,-13,-0.58
650000,92-05-29,Bloomfield Hills,MI,USA,USA,73,210,,,,R,Brown,Patrick,C,CAR,14,0,0,0,0,0,-6,-2.8,0,189,8160,136,9.72,9.72,18.9,0,2.3,0.87,893,0.44,3.09,12.5,-6,-2.65
925000,97-01-30,Boston,MA,USA,USA,72,183,2015,1,21,R,White,Colin,C/D,OTT,2,0,0,0,0,0,0,-0.3,0,34,1645,27.4,13.72,13.71,24.3,0,11.1,1,1111,2.19,0,100,1,2.19
832500,95-07-12,Lac-Beauport,QC,CAN,CAN,78,202,2013,1,11,L,Morin,Samuel,D,PHI,1,0,0,0,0,0,0,0.2,0,24,1067,17.8,17.78,17.78,34.1,0,0,1,1000,0,0,0,0,0
667500,92-06-08,Winchester,MA,USA,USA,68,175,,,,L,Sheary,Conor,LW,PIT,61,23,30,12,18,53,24,13.2,22,1290,58332,967.5,15.93,15.91,29.2,75.7,11.1,0.929,1039,4.34,2.17,66.7,35,2.17
832500,94-03-25,Sudbury,ON,CAN,CAN,74,217,2012,1,26,L,Gaunce,Brendan,C/LW,VAN,57,0,5,2,3,5,-2,-0.5,33,821,32460,540.7,9.5,9.49,17.9,41.7,4.9,0.939,988,1.33,1.78,42.9,-4,-0.44
7000000,80-09-26,Ornskoldsvik,,SWE,SWE,73,190,1999,1,2,L,Sedin,Daniel,LW,VAN,82,15,29,22,7,44,-16,-12,32,1924,90456,1499.7,18.38,18.35,31.3,71,7.9,0.916,995,2.48,2.32,51.7,4,0.16
925000,98-04-19,Tampere,,FIN,FIN,77,206,2016,1,2,R,Laine,Patrik,RW,WPG,73,36,28,13,15,64,7,-2.9,26,1633,78457,1288.1,17.92,17.82,32.3,70.3,13.1,0.903,1034,4.24,2.75,60.7,32,1.49
925000,97-04-06,Brno,,CZE,CZE,75,210,2015,1,6,L,Zacha,Pavel,C,N.J,70,8,16,11,5,24,-17,-4.1,19,1299,60093,997.6,14.45,14.34,25.8,75,6.8,0.918,986,1.92,2.29,45.7,-6,-0.36
3750000,93-07-11,Pittsburgh,PA,USA,USA,70,182,2011,3,64,R,Trocheck,Vincent,C/RW,FLA,82,23,31,16,15,54,-13,-1.7,43,2101,102473,1705.5,20.82,20.81,34.5,68.4,8.2,0.892,974,2.78,3.2,46.5,-12,-0.42
6000000,83-03-20,Kitchener,ON,CAN,CAN,72,202,2002,8,241,R,Wideman,Dennis,D,CGY,57,5,13,6,7,18,-6,1.4,32,1500,69185,1152.1,20.23,20.23,34.7,41.9,8.7,0.898,985,2.24,3.02,42.6,-15,-0.78
750000,93-03-31,Aurora,ON,CAN,CAN,71,185,2011,1,12,R,Murphy,Ryan,D,CAR,27,0,2,1,1,2,-11,-3.3,8,453,21339,344.3,13.17,13.03,26,40,3.5,0.904,939,0.87,2.61,25,-10,-1.74
7000000,90-01-18,King City,ON,CAN,CAN,75,205,2008,1,4,R,Pietrangelo,Alex,D,STL,80,14,34,17,17,48,3,3.9,24,2468,121353,2012.7,25.28,25.24,42.1,45.7,10.7,0.911,1018,3.13,2.68,53.8,15,0.45
640000,96-10-08,Quebec City,QC,CAN,CAN,71,174,2015,4,115,R,Carrier,Alex,D,NSH,2,0,0,0,0,0,1,0.1,0,33,1247,20.8,10.4,10.39,20.9,0,14.3,1,1143,2.89,0,100,1,2.89
3000000,88-08-05,Fergus,ON,CAN,CAN,73,205,2006,2,36,L,McGinn,Jamie,LW/RW,ARI,72,9,8,4,4,17,-23,-10.9,23,1284,56906,946.6,13.17,13.16,24.6,60.7,6.1,0.914,975,1.77,2.79,38.9,-16,-1.01
925000,94-10-23,Farevejle,,DNK,DNK,73,182,2013,2,45,R,Sorensen,Nick,RW,ANA,5,0,1,0,1,1,-1,-1.1,2,82,3267,54.4,10.88,10.88,22.3,100,3.2,0.926,958,1.1,2.21,33.3,-1,-1.1
925000,97-05-26,Coquitlam,BC,CAN,CAN,72,182,2015,1,16,R,Barzal,Mathew,C,NYI,2,0,0,0,0,0,-2,-1.8,6,32,1170,19.5,9.75,9.75,16.7,0,0,0.857,857,0,6.16,0,-2,-6.16
3000000,90-10-13,G_vle,,SWE,SWE,74,196,2009,2,39,R,Silfverberg,Jakob,RW/LW,ANA,79,23,26,15,11,49,10,8.2,20,1998,87616,1454.7,18.48,18.46,31.2,74.2,8.6,0.924,1010,2.72,2.23,55,12,0.49
3750000,92-05-13,Winnipeg,MB,CAN,CAN,75,206,2010,6,178,R,Stone,Mark,RW,OTT,71,22,32,17,15,54,12,6.3,25,1610,79072,1313.6,18.57,18.54,32.3,63.5,10.5,0.912,1017,3.88,2.06,65.4,40,1.83
9500000,86-07-31,Magnitogorsk,,RUS,RUS,75,195,2004,1,2,L,Malkin,Evgeni,C/RW,PIT,62,33,39,26,13,72,18,6.2,77,1416,69263,1143.9,18.62,18.56,32.7,77.4,12.2,0.93,1052,4.88,1.99,71,55,2.88
1250000,92-02-25,Stockholm,,SWE,SWE,73,189,2010,3,90,L,Nordstrom,Joakim,LW/C,CAR,82,7,5,2,3,12,-12,-2.5,17,1564,62576,1031.5,12.72,12.67,22.8,63.2,4.5,0.923,968,1.11,2.21,33.3,-19,-1.11
925000,97-06-08,Sorel-Tracy,QC,CAN,CAN,71,170,2015,1,28,L,Beauvillier,Anthony,C/LW,NYI,66,9,15,8,7,24,1,-9.3,10,1135,51563,859.3,13.02,13.02,24.5,61.5,9.3,0.923,1017,2.72,2.44,52.7,4,0.28
842500,93-09-23,Stockholm,,SWE,SWE,71,196,2012,2,37,R,Aberg,Pontus,LW,NSH,15,1,1,0,1,2,-2,-1.2,4,256,11102,185,12.33,12.33,24.9,40,6.5,0.921,986,1.62,2.27,41.7,-2,-0.65
4000000,89-09-05,Madison,WI,USA,USA,73,208,2009,4,98,R,Smith,Craig,RW/LW/C,NSH,78,12,17,13,4,29,7,1.7,30,1505,64692,1078.2,13.82,13.82,25.8,60.4,7.8,0.932,1010,2.67,1.95,57.8,13,0.72
2700000,84-04-27,Rochester,MN,USA,USA,74,215,2003,1,21,L,Stuart,Mark,D,WPG,42,2,2,1,1,4,4,-0.4,27,749,31385,507.3,12.45,12.33,23.4,25,7.4,0.917,992,1.89,3.31,36.4,-12,-1.42
5000000,87-01-13,Indianapolis,IN,USA,USA,73,226,2005,1,3,L,Johnson,Jack,D,CBJ,82,5,18,6,12,23,23,7,32,2296,107366,1786.7,21.82,21.81,37.1,29.9,8.7,0.936,1023,2.59,2.18,54.2,12,0.4
575000,93-03-09,Raahe,,FIN,FIN,71,203,2011,2,52,L,Salomaki,Miikka,RW,NSH,5,0,0,0,0,0,-1,-0.2,2,84,3664,61,12.22,12.21,22.6,0,5.9,0.909,968,0.98,2.95,25,-2,-1.97
600000,90-09-21,St. Paul,MN,USA,USA,72,196,2009,5,150,R,Jensen,Nick,D,DET,49,4,9,5,4,13,-7,0.3,12,1166,52202,850.3,17.75,17.62,31.5,41.9,8.1,0.896,977,2.19,3.18,40.8,-14,-0.99
3700000,89-10-02,Bowmanville,ON,CAN,CAN,73,210,2008,1,9,L,Bailey,Josh,RW/LW/C,NYI,82,13,43,30,13,56,5,0.7,12,1840,90388,1503,18.37,18.36,31.8,62.2,10.4,0.902,1006,3.59,2.67,57.3,23,0.92
6500000,79-09-15,Aneroid,SK,CAN,CAN,74,215,1997,1,2,L,Marleau,Patrick,LW/C,S.J,82,27,19,7,12,46,4,5.9,28,1851,84416,1403.6,17.18,17.15,30.2,56.1,10,0.926,1026,3.51,1.88,65.1,38,1.62
575000,83-10-09,Rochester,NY,USA,USA,67,175,,,,R,Gionta,Stephen,RW/C,NYI,26,1,5,5,0,6,9,-2.6,2,432,17483,291,11.2,11.2,20.8,40,13,0.93,1060,3.09,2.27,57.7,4,0.82
680000,93-04-16,Burnsville,MN,USA,USA,77,210,2011,4,101,L,Labate,Joseph,C,VAN,13,0,0,0,0,0,-2,-1.3,21,147,5276,88,6.77,6.77,13.1,0,6.3,0.909,972,1.36,2.73,33.3,-2,-1.36
600000,92-09-26,Denver,CO,USA,USA,73,201,2011,3,82,R,Shore,Nick,C,L.A,70,6,11,6,5,17,-2,4.2,20,1258,53712,894.6,12.78,12.78,22.8,65.4,6.6,0.92,985,1.74,2.01,46.4,-4,-0.27
9000000,85-01-21,Madison,WI,USA,USA,74,206,2003,1,7,L,Suter,Ryan,D,MIN,82,9,31,10,21,40,34,19.7,36,2319,132469,2190.7,26.93,26.86,44.7,34.5,10.2,0.927,1029,3.18,2.14,59.8,38,1.04
4250000,87-03-30,Montreal,QC,CAN,CAN,73,205,2005,2,35,L,Vlasic,Marc-Edouard,D,S.J,75,6,22,14,8,28,4,0.6,35,1982,95555,1573,21.07,21.09,35.5,43.8,9.2,0.908,1000,2.44,2.52,49.2,-2,-0.08
7000000,82-10-31,Kladno,,CZE,CZE,71,196,2001,3,71,L,Plekanec,Tomas,C,MTL,78,10,18,9,9,28,10,5,24,1945,78712,1312.4,16.82,16.82,28.5,58.3,7.5,0.922,997,2.19,2.42,47.5,-5,-0.23
925000,93-05-12,St. Albert,AB,CAN,CAN,78,226,2012,3,86,R,Parayko,Colton,D,STL,81,4,31,17,14,35,7,1.7,32,2365,103018,1712.4,21.2,21.18,35.4,46.1,9.2,0.917,1009,2.66,2.24,54.3,12,0.42
